date,fund,company,ticker,cusip,shares,market value($),weight(%),fecha
1/21/2021,ARKG,TELADOC HEALTH INC,TDOC,87918A105,3203149.0,786373079.5,6.93,2021-01-21
1/21/2021,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,3704396.0,720616153.88,6.35,2021-01-21
1/21/2021,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,18274033.0,663530138.23,5.85,2021-01-21
1/21/2021,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,2485744.0,460111214.4,4.05,2021-01-21
1/21/2021,ARKG,CAREDX INC,CDNA,14167L103,5109674.0,447914022.84,3.95,2021-01-21
1/21/2021,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,804162.0,430612667.76,3.8,2021-01-21
1/21/2021,ARKG,EXACT SCIENCES CORP,EXAS,30063P105,2777286.0,411232738.02,3.62,2021-01-21
1/21/2021,ARKG,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,771195104,8973257.0,403437634.72,3.56,2021-01-21
1/21/2021,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,1569131.0,374457421.84,3.3,2021-01-21
1/21/2021,ARKG,FATE THERAPEUTICS INC,FATE,31189P102,3649919.0,363787426.73,3.21,2021-01-21
1/21/2021,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,7402961.0,352751091.65,3.11,2021-01-21
1/21/2021,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,3571242.0,345981924.96,3.05,2021-01-21
1/21/2021,ARKG,PERSONALIS INC,PSNL,71535D106,6739994.0,329046507.08,2.9,2021-01-21
1/21/2021,ARKG,INVITAE CORP,NVTA,46185L103,6180483.0,328369061.79,2.89,2021-01-21
1/21/2021,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,874060205,16111642.0,278731406.6,2.46,2021-01-21
1/21/2021,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,3935339.0,250956568.03,2.21,2021-01-21
1/21/2021,ARKG,INCYTE CORP,INCY,45337C102,2460824.0,231071373.6,2.04,2021-01-21
1/21/2021,ARKG,ALPHABET INC-CL A,GOOGL,02079K305,118425.0,223130463.75,1.97,2021-01-21
1/21/2021,ARKG,CASTLE BIOSCIENCES INC,CSTL,14843C105,2535046.0,204527511.28,1.8,2021-01-21
1/21/2021,ARKG,PURE STORAGE INC - CLASS A,PSTG,74624M102,8710400.0,202168384.0,1.78,2021-01-21
1/21/2021,ARKG,ACCOLADE INC,ACCD,00437E102,3350322.0,197065940.04,1.74,2021-01-21
1/21/2021,ARKG,CELLECTIS - ADR,CLLS,15117K103,6036351.0,190869418.62,1.68,2021-01-21
1/21/2021,ARKG,BERKELEY LIGHTS INC,BLI,084310101,2287609.0,189894423.09,1.67,2021-01-21
1/21/2021,ARKG,MORGAN STANLEY GOVT INSTL 8035,,X9USDMORS,189046675.82,189046675.82,1.67,2021-01-21
1/21/2021,ARKG,IONIS PHARMACEUTICALS INC,IONS,462222100,3072929.0,188278359.83,1.66,2021-01-21
