date,fund,company,ticker,cusip,shares,market value($),weight(%),fecha
1/22/2021,ARKG,TELADOC HEALTH INC,TDOC,87918A105,3230941.0,849737483.0,7.27,2021-01-22
1/22/2021,ARKG,TWIST BIOSCIENCE CORP,TWST,90184D100,3694894.0,704394592.16,6.03,2021-01-22
1/22/2021,ARKG,PACIFIC BIOSCIENCES OF CALIF,PACB,69404D108,18274033.0,683814314.86,5.85,2021-01-22
1/22/2021,ARKG,CRISPR THERAPEUTICS AG,CRSP,H17182108,2379044.0,448426003.56,3.84,2021-01-22
1/22/2021,ARKG,CAREDX INC,CDNA,14167L103,5154008.0,440306903.44,3.77,2021-01-22
1/22/2021,ARKG,REGENERON PHARMACEUTICALS,REGN,75886F107,811146.0,436218095.88,3.73,2021-01-22
1/22/2021,ARKG,EXACT SCIENCES CORP,EXAS,30063P105,2871981.0,430797150.0,3.69,2021-01-22
1/22/2021,ARKG,ROCHE HOLDINGS LTD-SPONS ADR,RHHBY,771195104,9051107.0,408929014.26,3.5,2021-01-22
1/22/2021,ARKG,VERTEX PHARMACEUTICALS INC,VRTX,92532F100,1605039.0,381341216.01,3.26,2021-01-22
1/22/2021,ARKG,FATE THERAPEUTICS INC,FATE,31189P102,3681581.0,357812857.39,3.06,2021-01-22
1/22/2021,ARKG,IOVANCE BIOTHERAPEUTICS INC,IOVA,462260100,7467185.0,355064646.75,3.04,2021-01-22
1/22/2021,ARKG,NOVARTIS AG-SPONSORED ADR,NVS,66987V109,3602220.0,349055118.0,2.99,2021-01-22
1/22/2021,ARKG,INVITAE CORP,NVTA,46185L103,6180483.0,341224466.43,2.92,2021-01-22
1/22/2021,ARKG,TAKEDA PHARMACEUTIC-SP ADR,TAK UN,874060205,17859927.0,323800476.51,2.77,2021-01-22
1/22/2021,ARKG,PERSONALIS INC,PSNL,71535D106,6739994.0,322980512.48,2.76,2021-01-22
1/22/2021,ARKG,ARCTURUS THERAPEUTICS HOLDIN,ARCT UQ,03969T109,3935339.0,266422450.3,2.28,2021-01-22
1/22/2021,ARKG,INCYTE CORP,INCY,45337C102,2683399.0,262677928.11,2.25,2021-01-22
